Record_ID,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
888,Air_India,AI-540,Delhi,Night,one,Morning,Mumbai,Economy,11.42,6,12990
889,Air_India,AI-537,Delhi,Evening,one,Morning,Mumbai,Economy,15.83,6,12990
890,Air_India,AI-762,Delhi,Night,one,Afternoon,Mumbai,Economy,16.17,6,12990
891,Vistara,UK-707,Delhi,Evening,one,Night,Mumbai,Economy,6,6,13410
892,Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,16,6,13725
893,Vistara,UK-747,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.5,6,13830
894,Vistara,UK-673,Delhi,Afternoon,one,Evening,Mumbai,Economy,5,6,13988
895,Vistara,UK-727,Delhi,Night,one,Afternoon,Mumbai,Economy,16.5,6,14355
896,Vistara,UK-705,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.5,6,14565
897,Air_India,AI-764,Delhi,Evening,one,Afternoon,Mumbai,Economy,19.5,6,14250
898,Indigo,6E-181,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.83,6,14255
899,SpiceJet,SG-339,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,21.08,6,14328
900,Air_India,AI-762,Delhi,Night,one,Night,Mumbai,Economy,23.83,6,14355
901,Vistara,UK-747,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.83,6,14880
902,Air_India,AI-465,Delhi,Evening,one,Night,Mumbai,Economy,6.25,6,14670
903,Air_India,AI-512,Delhi,Afternoon,one,Night,Mumbai,Economy,8.92,6,14670
904,Air_India,AI-406,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.83,6,14775
905,Air_India,AI-401,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.25,6,14775
906,Air_India,AI-839,Delhi,Night,one,Night,Mumbai,Economy,26.5,6,14880
907,Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.83,6,15615
908,Air_India,AI-429,Delhi,Morning,one,Afternoon,Mumbai,Economy,30.08,6,15405
909,Air_India,AI-764,Delhi,Evening,one,Night,Mumbai,Economy,27.17,6,15615
910,Indigo,6E-607,Delhi,Night,one,Morning,Mumbai,Economy,10.17,6,15720
911,Air_India,AI-885,Delhi,Morning,one,Night,Mumbai,Economy,11.5,6,17925
912,Air_India,AI-885,Delhi,Morning,one,Night,Mumbai,Economy,10.92,6,18765
913,Air_India,AI-885,Delhi,Morning,one,Evening,Mumbai,Economy,5.67,6,19500
914,Air_India,AI-423,Delhi,Early_Morning,one,Evening,Mumbai,Economy,12.58,6,20445
915,Air_India,AI-540,Delhi,Night,one,Evening,Mumbai,Economy,20.42,6,21180
916,Air_India,AI-537,Delhi,Evening,one,Evening,Mumbai,Economy,24.83,6,21180
917,Air_India,AI-429,Delhi,Morning,one,Evening,Mumbai,Economy,7.25,6,22755
918,Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,6,22755
919,Vistara,UK-847,Delhi,Morning,one,Afternoon,Mumbai,Economy,27.58,6,23700
920,SpiceJet,SG-8709,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,7,5953
921,SpiceJet,SG-1089,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,7,5953
922,SpiceJet,SG-8803,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,7,5953
923,SpiceJet,SG-1061,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,7,5953
924,SpiceJet,SG-8157,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,7,5953
925,SpiceJet,SG-1063,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,7,5953
926,SpiceJet,SG-8169,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,7,5953
927,Vistara,UK-981,Delhi,Night,zero,Night,Mumbai,Economy,2,7,5955
928,Vistara,UK-927,Delhi,Morning,zero,Morning,Mumbai,Economy,2.08,7,5955
929,Vistara,UK-975,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,7,5955
930,Vistara,UK-993,Delhi,Afternoon,zero,Afternoon,Mumbai,Economy,2.17,7,5955
931,Vistara,UK-951,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,7,5955
932,Vistara,UK-933,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,7,5955
933,Vistara,UK-985,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,7,5955
934,Vistara,UK-953,Delhi,Night,zero,Night,Mumbai,Economy,2.17,7,5955
935,Vistara,UK-943,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,7,5955
936,Vistara,UK-995,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.25,7,5955
937,Vistara,UK-963,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,7,5955
938,Vistara,UK-945,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,7,5955
939,Vistara,UK-941,Delhi,Evening,zero,Evening,Mumbai,Economy,2.33,7,5955
940,Vistara,UK-955,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,7,5955
941,Vistara,UK-977,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,7,6060
942,GO_FIRST,G8-392,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,7,5954
943,GO_FIRST,G8-346,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,7,5954
944,GO_FIRST,G8-330,Delhi,Night,zero,Night,Mumbai,Economy,2.25,7,5954
945,GO_FIRST,G8-338,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,7,5954
946,GO_FIRST,G8-323,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,7,5954
947,Indigo,6E-2054,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,7,5955
948,Indigo,6E-5001,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,7,5955
949,Indigo,6E-5041,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,7,5955
950,Indigo,6E-2137,Delhi,Night,zero,Late_Night,Mumbai,Economy,2.17,7,5955
951,Indigo,6E-6722,Delhi,Night,zero,Night,Mumbai,Economy,2.25,7,5955
952,Indigo,6E-218,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,7,5955
953,Air_India,AI-868,Delhi,Evening,zero,Evening,Mumbai,Economy,2,7,5955
954,Air_India,AI-887,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.08,7,5955
955,Air_India,AI-665,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,7,5955
956,Air_India,AI-865,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,7,5955
957,Air_India,AI-805,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,7,5955
958,Air_India,AI-678,Delhi,Morning,zero,Morning,Mumbai,Economy,2.25,7,5955
959,Air_India,AI-624,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,7,5955
960,GO_FIRST,G8-165,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8,7,5954
961,GO_FIRST,G8-199,Delhi,Afternoon,two_or_more,Night,Mumbai,Economy,8.58,7,5954
962,GO_FIRST,G8-191,Delhi,Morning,one,Evening,Mumbai,Economy,8.92,7,5954
963,GO_FIRST,G8-237,Delhi,Afternoon,one,Night,Mumbai,Economy,9.25,7,5954
964,GO_FIRST,G8-266,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.75,7,5954
965,GO_FIRST,G8-103,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.33,7,5954
966,GO_FIRST,G8-719,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.25,7,5954
967,GO_FIRST,G8-101,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.5,7,5954
968,GO_FIRST,G8-119,Delhi,Evening,one,Morning,Mumbai,Economy,15.17,7,5954
969,GO_FIRST,G8-113,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.75,7,5954
970,Air_India,AI-636,Delhi,Afternoon,one,Evening,Mumbai,Economy,3.5,7,5955
971,Air_India,AI-441,Delhi,Evening,one,Night,Mumbai,Economy,3.75,7,5955
972,SpiceJet,SG-2976,Delhi,Evening,one,Night,Mumbai,Economy,4.5,7,5955
973,Indigo,6E-2083,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.42,7,5955
974,Indigo,6E-5018,Delhi,Afternoon,one,Night,Mumbai,Economy,10.33,7,5955
975,SpiceJet,SG-2976,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,7,5955
976,SpiceJet,SG-8483,Delhi,Evening,one,Early_Morning,Mumbai,Economy,13.25,7,6060
977,Indigo,6E-549,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,7,6165
978,Indigo,6E-5328,Delhi,Morning,zero,Morning,Mumbai,Economy,2.5,7,6165
979,AirAsia,I5-764,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,7,6349
980,GO_FIRST,G8-334,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,7,6532
981,GO_FIRST,G8-336,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,7,6532
982,Indigo,6E-6202,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,7,6585
983,Indigo,6E-2046,Delhi,Evening,zero,Evening,Mumbai,Economy,2.17,7,6585
984,Indigo,6E-2097,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.58,7,6638
985,Indigo,6E-2092,Delhi,Evening,one,Night,Mumbai,Economy,5.33,7,6932
986,Indigo,6E-282,Delhi,Morning,two_or_more,Evening,Mumbai,Economy,9.67,7,6953
987,Indigo,6E-6278,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,7,7110
988,Air_India,AI-481,Delhi,Morning,one,Night,Mumbai,Economy,14.75,7,7468
989,Air_India,AI-435,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.5,7,7468
990,Vistara,UK-627,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,26.67,7,8948
991,Vistara,UK-637,Delhi,Evening,one,Morning,Mumbai,Economy,18.33,7,9105
992,Vistara,UK-706,Delhi,Afternoon,one,Morning,Mumbai,Economy,21.83,7,9105
993,GO_FIRST,G8-717,Delhi,Evening,one,Night,Mumbai,Economy,4.75,7,8869
994,AirAsia,I5-773,Delhi,Evening,one,Early_Morning,Mumbai,Economy,11.67,7,8869
995,Air_India,AI-9887,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.17,7,9000
996,Air_India,AI-469,Delhi,Early_Morning,one,Night,Mumbai,Economy,,7,9000
997,Air_India,AI-9643,Delhi,Evening,one,Afternoon,Mumbai,Economy,,7,9053
998,Indigo,6E-369,Delhi,Night,one,Morning,Mumbai,Economy,,7,9263
999,Air_India,AI-531,Delhi,Evening,one,Night,Mumbai,Economy,,7,9315
1000,Indigo,6E-2168,Delhi,Evening,one,Night,Mumbai,Economy,,7,9373
1000,Indigo,6E-2168,Delhi,Evening,one,Night,Mumbai,Economy,,7,9373
1000,Indigo,6E-2168,Delhi,Evening,one,Night,Mumbai,Economy,4.42,7,9373
1000,Indigo,6E-2168,Delhi,Evening,one,Night,Mumbai,Economy,4.42,7,9373
1001,Indigo,6E-2373,Delhi,Afternoon,one,Evening,Mumbai,Economy,6,7,9373
1002,Vistara,UK-829,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7,7,9840
1003,Vistara,UK-899,Delhi,Afternoon,one,Night,Mumbai,Economy,8.25,7,9840
1004,Vistara,UK-829,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.5,7,9840
1005,Vistara,UK-871,Delhi,Night,one,Afternoon,Mumbai,Economy,17.92,7,9840
1006,Vistara,UK-899,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,23.75,7,9840
1007,Vistara,UK-871,Delhi,Night,one,Night,Mumbai,Economy,26.42,7,9840
1008,Vistara,UK-871,Delhi,Night,one,Morning,Mumbai,Economy,13.42,7,9893
1009,Vistara,UK-899,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.25,7,9893
1010,Vistara,UK-829,Delhi,Early_Morning,one,Morning,Mumbai,Economy,26.5,7,9893
1011,Air_India,AI-469,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.17,7,9590
1012,Vistara,UK-859,Delhi,Morning,one,Night,Mumbai,Economy,12.58,7,9945
1013,Vistara,UK-859,Delhi,Morning,one,Morning,Mumbai,Economy,23.58,7,9998
1014,Indigo,6E-926,Delhi,Evening,one,Night,Mumbai,Economy,4.92,7,9861
1015,Air_India,AI-483,Delhi,Evening,one,Evening,Mumbai,Economy,23.92,7,9905
1016,Vistara,UK-879,Delhi,Evening,one,Night,Mumbai,Economy,5.33,7,10260
1017,Vistara,UK-879,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,7,10260
1018,Indigo,6E-2154,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.08,7,9998
1019,Indigo,6E-2154,Delhi,Morning,one,Evening,Mumbai,Economy,8.33,7,9998
1020,Indigo,6E-2193,Delhi,Afternoon,one,Evening,Mumbai,Economy,3.83,7,10349
1021,Indigo,6E-2193,Delhi,Afternoon,one,Night,Mumbai,Economy,8.33,7,10349
1022,Indigo,6E-607,Delhi,Night,one,Morning,Mumbai,Economy,10.17,7,10349
1023,Vistara,UK-683,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,25.58,7,10723
1024,Air_India,AI-9843,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.75,7,10523
1025,Air_India,AI-471,Delhi,Afternoon,one,Evening,Mumbai,Economy,4.58,7,10680
1026,Air_India,AI-877,Delhi,Morning,one,Evening,Mumbai,Economy,6.42,7,10680
1027,Air_India,AI-473,Delhi,Evening,one,Evening,Mumbai,Economy,22.75,7,10680
1028,Air_India,AI-415,Delhi,Evening,one,Evening,Mumbai,Economy,25.08,7,10921
1029,GO_FIRST,G8-2401,Delhi,Morning,one,Evening,Mumbai,Economy,8,7,11179
1030,GO_FIRST,G8-1010,Delhi,Afternoon,one,Evening,Mumbai,Economy,5.83,7,11295
1031,Air_India,AI-811,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.58,7,11310
1032,Air_India,AI-485,Delhi,Early_Morning,one,Evening,Mumbai,Economy,10.92,7,11520
1033,Air_India,AI-451,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.92,7,11520
1034,Indigo,6E-181,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.83,7,11573
1035,Air_India,AI-411,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8,7,11730
1036,Vistara,UK-811,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.5,7,12150
1037,Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Economy,5.75,7,12150
1038,Vistara,UK-813,Delhi,Evening,one,Night,Mumbai,Economy,5.83,7,12150
1039,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,6,7,12150
1040,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,6.5,7,12150
1041,Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Economy,7.33,7,12150
1042,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,7,12150
1043,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,9.17,7,12150
1044,Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,11.17,7,12150
1045,Vistara,UK-807,Delhi,Night,one,Morning,Mumbai,Economy,11.58,7,12150
1046,Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,11.67,7,12150
1047,Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Economy,12.17,7,12150
1048,Vistara,UK-809,Delhi,Evening,one,Morning,Mumbai,Economy,12.42,7,12150
1049,Air_India,AI-453,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8.83,7,11900
1050,SpiceJet,SG-2277,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.75,7,12010
1051,Indigo,6E-184,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.17,7,12098
1052,Air_India,AI-807,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,7,12150
1053,Air_India,AI-502,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.08,7,12150
1054,Air_India,AI-506,Delhi,Morning,one,Morning,Mumbai,Economy,22.83,7,12150
1055,Air_India,AI-803,Delhi,Early_Morning,one,Morning,Mumbai,Economy,26.42,7,12150
1056,Air_India,AI-479,Delhi,Night,one,Afternoon,Mumbai,Economy,16.5,7,12215
1057,Air_India,AI-839,Delhi,Night,one,Night,Mumbai,Economy,26.5,7,12360
1058,Vistara,UK-833,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.33,7,12990
1059,Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,15.75,7,12990
1060,Vistara,UK-837,Delhi,Evening,one,Morning,Mumbai,Economy,18.25,7,12990
1061,Vistara,UK-835,Delhi,Evening,one,Afternoon,Mumbai,Economy,18.58,7,12990
1062,Vistara,UK-837,Delhi,Evening,one,Afternoon,Mumbai,Economy,21.08,7,12990
1063,Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,13.08,7,13095
1064,Vistara,UK-837,Delhi,Evening,one,Morning,Mumbai,Economy,15.58,7,13095
1065,Vistara,UK-839,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.5,7,13095
1066,Indigo,6E-2102,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.08,7,12791
1067,Air_India,AI-401,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,7,12990
1068,Air_India,AI-762,Delhi,Night,one,Afternoon,Mumbai,Economy,16.17,7,12990
1069,Air_India,AI-764,Delhi,Evening,one,Afternoon,Mumbai,Economy,19.5,7,12990
1070,Air_India,AI-540,Delhi,Night,one,Evening,Mumbai,Economy,20.42,7,12990
1071,Air_India,AI-537,Delhi,Evening,one,Evening,Mumbai,Economy,24.83,7,12990
1072,Indigo,6E-7403,Delhi,Early_Morning,one,Evening,Mumbai,Economy,8.67,7,13279
1073,Vistara,UK-673,Delhi,Afternoon,one,Evening,Mumbai,Economy,5,7,13988
1074,Air_India,AI-762,Delhi,Night,one,Night,Mumbai,Economy,23.83,7,13830
1075,Air_India,AI-764,Delhi,Evening,one,Night,Mumbai,Economy,27.17,7,13830
1076,Air_India,AI-409,Delhi,Morning,one,Evening,Mumbai,Economy,7.25,7,14176
1077,Vistara,UK-707,Delhi,Evening,one,Night,Mumbai,Economy,6,7,14565
1078,Vistara,UK-737,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,7,14565
1079,Vistara,UK-839,Delhi,Afternoon,one,Night,Mumbai,Economy,9.08,7,14565
1080,Indigo,6E-152,Delhi,Morning,one,Evening,Mumbai,Economy,7.67,7,14255
1081,Air_India,AI-767,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,7,14355
1082,Air_India,AI-401,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.25,7,14355
1083,GO_FIRST,G8-1404,Delhi,Morning,one,Evening,Mumbai,Economy,7.08,7,14539
1084,Air_India,AI-465,Delhi,Evening,one,Night,Mumbai,Economy,6.25,7,14670
1085,Air_India,AI-512,Delhi,Afternoon,one,Night,Mumbai,Economy,8.92,7,14670
1086,AirAsia,I5-721,Delhi,Night,one,Early_Morning,Mumbai,Economy,10.5,7,14776
1087,Air_India,AI-544,Delhi,Evening,one,Night,Mumbai,Economy,6.67,7,14880
1088,Air_India,AI-560,Delhi,Morning,one,Night,Mumbai,Economy,15.75,7,14880
1089,AirAsia,I5-784,Delhi,Evening,one,Early_Morning,Mumbai,Economy,15.17,7,15244
1090,Air_India,AI-542,Delhi,Morning,one,Night,Mumbai,Economy,14.17,7,15300
1091,GO_FIRST,G8-286,Delhi,Morning,one,Evening,Mumbai,Economy,7.5,7,15405
1092,Air_India,AI-429,Delhi,Morning,one,Afternoon,Mumbai,Economy,30.08,7,15405
1093,SpiceJet,SG-3002,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.25,7,15720
1094,Vistara,UK-747,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,6.5,7,16455
1095,GO_FIRST,G8-286,Delhi,Morning,one,Evening,Mumbai,Economy,8.83,7,16193
1096,Air_India,AI-406,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.83,7,16665
1097,Vistara,UK-705,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.5,7,18870
1098,GO_FIRST,G8-213,Delhi,Morning,one,Evening,Mumbai,Economy,6.33,7,18959
1099,Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.83,7,19395
1100,Air_India,AI-885,Delhi,Morning,one,Evening,Mumbai,Economy,5.67,7,21075
1101,Air_India,AI-429,Delhi,Morning,one,Evening,Mumbai,Economy,7.25,7,21180
1102,Air_India,AI-439,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11,7,21180
1103,Air_India,AI-885,Delhi,Morning,one,Night,Mumbai,Economy,11.5,7,21443
1104,Vistara,UK-847,Delhi,Morning,one,Afternoon,Mumbai,Economy,27.58,7,24488
1105,SpiceJet,SG-1091,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,8,5953
1106,SpiceJet,SG-8709,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,8,5953
1107,SpiceJet,SG-1089,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,8,5953
1108,SpiceJet,SG-8803,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,8,5953
1109,SpiceJet,SG-1061,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,8,5953
1110,SpiceJet,SG-8157,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,8,5953
1111,SpiceJet,SG-1063,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,8,5953
1112,SpiceJet,SG-8169,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,8,5953
1113,Vistara,UK-927,Delhi,Morning,zero,Morning,Mumbai,Economy,2.08,8,5955
1114,Vistara,UK-975,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,8,5955
1115,Vistara,UK-993,Delhi,Afternoon,zero,Afternoon,Mumbai,Economy,2.17,8,5955
1116,Vistara,UK-951,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,8,5955
1117,Vistara,UK-933,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,8,5955
1118,Vistara,UK-953,Delhi,Night,zero,Night,Mumbai,Economy,2.17,8,5955
1119,Vistara,UK-943,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,8,5955
1120,Vistara,UK-995,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.25,8,5955
1121,Vistara,UK-963,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,8,5955
1122,Vistara,UK-945,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,8,5955
1123,Vistara,UK-941,Delhi,Evening,zero,Evening,Mumbai,Economy,2.33,8,5955
1124,Vistara,UK-955,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,8,5955
1125,GO_FIRST,G8-392,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,8,5954
1126,GO_FIRST,G8-346,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,8,5954
1127,GO_FIRST,G8-338,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,8,5954
1128,GO_FIRST,G8-323,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,8,5954
1129,Indigo,6E-2054,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,8,5955
1130,Indigo,6E-5001,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,8,5955
1131,Indigo,6E-2137,Delhi,Night,zero,Late_Night,Mumbai,Economy,2.17,8,5955
1132,Indigo,6E-218,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,8,5955
1133,Indigo,6E-5328,Delhi,Morning,zero,Morning,Mumbai,Economy,2.5,8,5955
1134,AirAsia,I5-764,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,8,5956
1135,Air_India,AI-868,Delhi,Evening,zero,Evening,Mumbai,Economy,2,8,5955
1136,Air_India,AI-887,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.08,8,5955
1137,Air_India,AI-665,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,8,5955
1138,Air_India,AI-865,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,8,5955
1139,Air_India,AI-805,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,8,5955
1140,Air_India,AI-678,Delhi,Morning,zero,Morning,Mumbai,Economy,2.25,8,5955
1141,Air_India,AI-624,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,8,5955
1142,GO_FIRST,G8-165,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8,8,5954
1143,GO_FIRST,G8-191,Delhi,Morning,one,Evening,Mumbai,Economy,8.92,8,5954
1144,GO_FIRST,G8-237,Delhi,Afternoon,one,Night,Mumbai,Economy,9.25,8,5954
1145,GO_FIRST,G8-266,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.75,8,5954
1146,GO_FIRST,G8-103,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.33,8,5954
1147,GO_FIRST,G8-101,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.5,8,5954
1148,GO_FIRST,G8-113,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.75,8,5954
1149,Air_India,AI-636,Delhi,Afternoon,one,Evening,Mumbai,Economy,3.5,8,5955
1150,Air_India,AI-441,Delhi,Evening,one,Night,Mumbai,Economy,3.75,8,5955
1151,SpiceJet,SG-2976,Delhi,Evening,one,Night,Mumbai,Economy,4.5,8,5955
1152,Indigo,6E-2097,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.58,8,5955
1153,Indigo,6E-5018,Delhi,Afternoon,one,Night,Mumbai,Economy,10.33,8,5955
1154,Vistara,UK-981,Delhi,Night,zero,Night,Mumbai,Economy,2,8,6375
1155,Vistara,UK-985,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,8,6375
1156,SpiceJet,SG-8483,Delhi,Evening,one,Early_Morning,Mumbai,Economy,13.25,8,6060
1157,Indigo,6E-2046,Delhi,Evening,zero,Evening,Mumbai,Economy,2.17,8,6165
1158,Indigo,6E-5041,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,8,6165
1159,Indigo,6E-6278,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,8,6165
1160,Vistara,UK-977,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,8,6690
1161,GO_FIRST,G8-334,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,8,6532
1162,GO_FIRST,G8-336,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,8,6532
1163,GO_FIRST,G8-330,Delhi,Night,zero,Night,Mumbai,Economy,2.25,8,6532
1164,Indigo,6E-6202,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,8,6585
1165,Indigo,6E-549,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,8,6585
1166,Indigo,6E-2092,Delhi,Evening,one,Night,Mumbai,Economy,5.33,8,6932
1167,Indigo,6E-926,Delhi,Evening,one,Night,Mumbai,Economy,4.92,8,7420
1168,Air_India,AI-481,Delhi,Morning,one,Night,Mumbai,Economy,14.75,8,7468
1169,Indigo,6E-2083,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.42,8,7908
1170,Indigo,6E-184,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.17,8,8108
